Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Meal_2,Meal_3,Type_Of_Meal
Regular,22-11-2017,644,578,0,No,Y,Z,N,LL,YY1,ZZ2,D
Regular,22-11-2017,589,478,1,No,Y,L,L,ZZ,ZZ1,YY2,D
Regular,22-11-2017,675,477,2,No,X,M,Y,ZZ,MM1,WW2,D
Regular,22-11-2017,653,543,3,No,Z,O,N,WW,LL1,WW2,D
Fest,08-07-2017,585,593,0,No,X,W,N,XX,YY1,XX2,B
Fest,08-07-2017,685,540,1,Yes,W,N,N,WW,LL1,LL2,B
Fest,08-07-2017,598,439,2,No,O,Y,M,ZZ,LL1,MM2,B
Fest,08-07-2017,653,407,3,Yes,N,L,X,LL,LL1,XX2,B
Fest,08-07-2017,684,436,0,No,M,X,Z,XX,XX1,XX2,L
Fest,08-07-2017,629,574,1,No,Y,Y,M,YY,LL1,ZZ2,L
Fest,08-07-2017,638,452,2,No,O,Z,L,YY,XX1,WW2,L
Fest,08-07-2017,692,443,3,No,N,Y,Y,YY,MM1,WW2,L
Fest,08-07-2017,549,487,0,No,M,L,W,XX,MM1,LL2,D
Fest,08-07-2017,503,454,1,No,W,N,Z,WW,LL1,XX2,D
Fest,08-07-2017,521,457,2,Yes,W,Y,M,LL,MM1,WW2,D
Fest,08-07-2017,571,457,3,No,X,Y,W,WW,MM1,MM2,D
Regular,20-05-2017,639,557,0,No,M,N,N,XX,WW1,YY2,B
Regular,20-05-2017,634,557,1,No,Z,X,N,ZZ,ZZ1,MM2,B
Regular,20-05-2017,576,545,2,No,Y,W,X,ZZ,ZZ1,LL2,B
Regular,20-05-2017,528,503,3,No,X,Y,Y,LL,WW1,WW2,B
Regular,20-05-2017,513,416,0,No,Y,Z,Z,ZZ,LL1,ZZ2,L
Regular,20-05-2017,615,490,1,Yes,N,W,O,XX,YY1,YY2,L
Regular,20-05-2017,603,470,2,No,X,Z,L,YY,MM1,WW2,L
Regular,20-05-2017,660,514,3,No,W,M,M,XX,YY1,LL2,L
Regular,20-05-2017,683,446,0,No,O,N,M,YY,XX1,ZZ2,D
Regular,20-05-2017,666,401,1,No,Y,N,Y,ZZ,LL1,XX2,D
Regular,20-05-2017,638,493,2,No,Y,L,Z,ZZ,XX1,YY2,D
Regular,20-05-2017,505,514,3,No,L,O,N,LL,ZZ1,YY2,D
Regular,15-10-2017,511,412,0,No,N,Z,Y,ZZ,YY1,XX2,B
Regular,15-10-2017,525,497,1,No,X,Z,X,MM,ZZ1,MM2,B
Regular,15-10-2017,529,497,2,No,O,Z,Z,LL,XX1,MM2,B
Regular,15-10-2017,582,480,3,No,Y,X,L,ZZ,ZZ1,MM2,B
Regular,15-10-2017,562,424,0,No,W,W,O,XX,XX1,XX2,L
Regular,15-10-2017,596,495,1,No,L,L,Y,LL,ZZ1,MM2,L
Regular,15-10-2017,612,481,2,No,N,O,X,WW,ZZ1,ZZ2,L
Regular,15-10-2017,540,583,3,No,X,N,Y,XX,LL1,XX2,L
Regular,15-10-2017,545,475,0,No,Y,N,O,MM,ZZ1,LL2,D
Regular,15-10-2017,564,530,1,No,Z,X,Y,YY,ZZ1,XX2,D
Regular,15-10-2017,577,573,2,Yes,L,O,Y,ZZ,MM1,WW2,D
Regular,15-10-2017,663,548,3,Yes,L,N,Y,XX,XX1,LL2,D
Other-Holidays,30-05-2017,648,587,0,No,X,O,L,ZZ,YY1,WW2,B
Other-Holidays,30-05-2017,543,500,1,No,W,Z,Z,MM,LL1,MM2,B
Other-Holidays,30-05-2017,576,583,2,No,L,Z,N,LL,LL1,WW2,B
Other-Holidays,30-05-2017,663,512,3,No,N,N,L,WW,LL1,WW2,B
Other-Holidays,30-05-2017,642,588,0,No,W,Y,X,MM,YY1,MM2,L
Other-Holidays,30-05-2017,528,528,1,No,L,O,X,LL,WW1,LL2,L
Other-Holidays,30-05-2017,536,406,2,No,Y,Y,Y,LL,MM1,YY2,L
Other-Holidays,30-05-2017,528,546,3,No,X,M,L,XX,YY1,XX2,L
Other-Holidays,30-05-2017,664,593,0,No,M,Z,O,YY,MM1,YY2,D
Other-Holidays,30-05-2017,674,510,1,No,W,X,L,MM,MM1,WW2,D
Other-Holidays,30-05-2017,586,557,2,Yes,O,O,O,MM,XX1,MM2,D
Other-Holidays,30-05-2017,570,405,3,No,N,W,L,YY,LL1,XX2,D
Other-Holidays,07-07-2017,585,477,0,No,Y,W,L,YY,LL1,ZZ2,B
Other-Holidays,07-07-2017,502,497,1,No,N,X,Z,ZZ,LL1,LL2,B
Other-Holidays,07-07-2017,695,547,2,Yes,X,N,Y,WW,MM1,MM2,B
Other-Holidays,07-07-2017,562,403,3,No,N,Z,Z,MM,YY1,ZZ2,B
Other-Holidays,07-07-2017,680,598,0,No,Y,M,Y,XX,YY1,ZZ2,L
Other-Holidays,07-07-2017,609,423,1,No,O,X,O,ZZ,LL1,MM2,L
Other-Holidays,07-07-2017,646,499,2,No,O,M,Z,WW,ZZ1,LL2,L
Other-Holidays,07-07-2017,542,589,3,No,Y,L,L,LL,WW1,LL2,L
Other-Holidays,07-07-2017,569,530,0,No,N,L,Y,WW,LL1,ZZ2,D
Other-Holidays,07-07-2017,516,424,1,No,X,L,L,LL,ZZ1,ZZ2,D
Other-Holidays,07-07-2017,584,599,2,No,Y,M,W,WW,WW1,MM2,D
Other-Holidays,07-07-2017,553,437,3,No,M,Z,Z,XX,LL1,YY2,D
Sem-Break,07-10-2017,544,453,0,Yes,O,O,X,XX,ZZ1,XX2,B
Sem-Break,07-10-2017,580,400,1,No,W,O,L,MM,MM1,MM2,B
Sem-Break,07-10-2017,594,549,2,Yes,N,X,L,LL,LL1,XX2,B
Sem-Break,07-10-2017,639,401,3,No,Y,X,L,MM,ZZ1,LL2,B
Sem-Break,07-10-2017,556,446,0,No,N,M,W,XX,YY1,LL2,L
Sem-Break,07-10-2017,580,479,1,No,M,O,W,LL,WW1,ZZ2,L
Sem-Break,07-10-2017,619,455,2,Yes,L,O,Z,YY,YY1,WW2,L
Sem-Break,07-10-2017,673,435,3,No,M,O,Y,WW,LL1,LL2,L
Sem-Break,07-10-2017,669,405,0,No,N,L,O,YY,WW1,WW2,D
Sem-Break,07-10-2017,511,591,1,No,L,L,Z,MM,YY1,XX2,D
Sem-Break,07-10-2017,506,400,2,No,L,M,L,LL,MM1,MM2,D
Sem-Break,07-10-2017,513,553,3,Yes,M,X,M,WW,ZZ1,WW2,D
Fest,02-11-2017,600,407,0,No,M,Z,Z,ZZ,WW1,MM2,B
Fest,02-11-2017,549,560,1,No,O,X,L,YY,LL1,WW2,B
Fest,02-11-2017,590,469,2,No,W,X,O,LL,ZZ1,XX2,B
Fest,02-11-2017,695,534,3,No,N,X,L,WW,ZZ1,LL2,B
Fest,02-11-2017,516,408,0,No,W,W,W,XX,MM1,YY2,L
Fest,02-11-2017,671,440,1,No,X,Y,Y,XX,LL1,YY2,L
Fest,02-11-2017,662,449,2,No,N,X,Y,MM,MM1,ZZ2,L
Fest,02-11-2017,635,585,3,No,O,N,L,ZZ,ZZ1,LL2,L
Fest,02-11-2017,672,547,0,No,X,M,O,MM,ZZ1,YY2,D
Fest,02-11-2017,556,585,1,Yes,X,N,X,MM,MM1,WW2,D
Fest,02-11-2017,650,580,2,No,W,N,O,MM,ZZ1,WW2,D
Fest,02-11-2017,560,510,3,Yes,L,L,M,ZZ,MM1,YY2,D
Regular,03-10-2017,646,421,0,No,Y,Y,Y,WW,LL1,XX2,B
Regular,03-10-2017,633,489,1,No,Z,W,N,XX,ZZ1,LL2,B
Regular,03-10-2017,635,523,2,No,X,O,N,WW,YY1,YY2,B
Regular,03-10-2017,625,480,3,Yes,X,M,O,YY,MM1,MM2,B
Regular,03-10-2017,632,463,0,No,M,O,Z,YY,ZZ1,MM2,L
Regular,03-10-2017,538,401,1,Yes,Y,L,Z,WW,WW1,YY2,L
Regular,03-10-2017,659,570,2,No,W,Z,O,WW,YY1,YY2,L
Regular,03-10-2017,548,435,3,No,W,L,W,LL,ZZ1,LL2,L
Regular,03-10-2017,509,543,0,No,M,M,X,XX,YY1,LL2,D
Regular,03-10-2017,677,589,1,No,N,Y,X,XX,XX1,ZZ2,D
Regular,03-10-2017,595,590,2,No,X,X,O,ZZ,YY1,MM2,D
Regular,03-10-2017,622,432,3,Yes,X,M,M,ZZ,WW1,XX2,D
Regular,13-01-2018,511,411,0,Yes,W,M,X,ZZ,XX1,ZZ2,B
Regular,13-01-2018,530,490,1,No,L,L,Y,XX,YY1,YY2,B
Regular,13-01-2018,504,505,2,No,Z,W,Y,LL,ZZ1,WW2,B
Regular,13-01-2018,645,582,3,No,N,X,Y,WW,MM1,ZZ2,B
Regular,13-01-2018,633,525,0,No,M,L,L,XX,MM1,MM2,L
Regular,13-01-2018,650,506,1,No,L,Z,Y,LL,ZZ1,LL2,L
Regular,13-01-2018,693,476,2,No,Y,L,M,YY,MM1,ZZ2,L
Regular,13-01-2018,610,514,3,No,Z,O,X,LL,MM1,LL2,L
Regular,13-01-2018,661,434,0,No,Y,X,O,LL,MM1,WW2,D
Regular,13-01-2018,525,480,1,Yes,N,N,M,WW,MM1,LL2,D
Regular,13-01-2018,648,578,2,No,Z,X,X,ZZ,LL1,WW2,D
Regular,13-01-2018,569,486,3,No,L,M,Z,ZZ,WW1,MM2,D
Sem-Break,04-11-2017,616,597,0,No,M,L,W,ZZ,YY1,LL2,B
Sem-Break,04-11-2017,596,459,1,No,X,Z,Z,MM,MM1,WW2,B
Sem-Break,04-11-2017,663,486,2,No,W,N,W,LL,XX1,WW2,B
Sem-Break,04-11-2017,623,531,3,Yes,N,M,X,YY,ZZ1,YY2,B
Sem-Break,04-11-2017,641,551,0,No,Z,Y,W,YY,XX1,XX2,L
Sem-Break,04-11-2017,667,477,1,No,Z,Z,W,XX,XX1,WW2,L
Sem-Break,04-11-2017,605,592,2,No,X,X,M,ZZ,YY1,YY2,L
Sem-Break,04-11-2017,513,442,3,No,X,L,N,YY,XX1,ZZ2,L
Sem-Break,04-11-2017,677,574,0,No,O,W,Z,YY,XX1,WW2,D
Sem-Break,04-11-2017,682,442,1,No,X,Z,X,MM,WW1,MM2,D
Sem-Break,04-11-2017,561,402,2,No,X,Y,W,XX,YY1,WW2,D
Sem-Break,04-11-2017,625,400,3,No,O,O,Z,ZZ,MM1,ZZ2,D
Exam,05-08-2017,529,415,0,Yes,Y,X,X,XX,LL1,WW2,B
Exam,05-08-2017,654,483,1,No,O,N,X,ZZ,ZZ1,LL2,B
Exam,05-08-2017,691,450,2,No,N,X,Z,MM,MM1,XX2,B
Exam,05-08-2017,553,516,3,No,Y,W,Z,LL,WW1,LL2,B
Exam,05-08-2017,511,416,0,Yes,L,Y,Y,YY,YY1,XX2,L
Exam,05-08-2017,534,547,1,No,W,M,L,WW,YY1,LL2,L
Exam,05-08-2017,594,583,2,No,N,Z,L,WW,YY1,XX2,L
Exam,05-08-2017,594,536,3,Yes,L,Y,X,ZZ,XX1,YY2,L
Exam,05-08-2017,676,537,0,No,M,N,M,MM,XX1,MM2,D
Exam,05-08-2017,593,431,1,No,Y,Y,O,MM,ZZ1,XX2,D
Exam,05-08-2017,675,446,2,No,Y,L,Z,ZZ,XX1,YY2,D
Exam,05-08-2017,663,477,3,No,L,M,Z,WW,ZZ1,XX2,D
Regular,15-02-2018,571,520,0,No,Z,O,L,ZZ,ZZ1,LL2,B
Regular,15-02-2018,628,467,1,No,N,L,X,MM,XX1,XX2,B
Regular,15-02-2018,570,416,2,No,N,O,N,ZZ,ZZ1,MM2,B
Regular,15-02-2018,664,466,3,Yes,Z,Z,O,YY,MM1,WW2,B
Regular,15-02-2018,657,553,0,No,L,Y,L,WW,WW1,XX2,L
Regular,15-02-2018,558,458,1,No,N,Z,Y,XX,YY1,XX2,L
Regular,15-02-2018,666,435,2,No,W,O,N,WW,WW1,WW2,L
Regular,15-02-2018,566,445,3,No,Z,Y,L,WW,LL1,YY2,L
Regular,15-02-2018,635,552,0,Yes,W,Z,W,XX,ZZ1,XX2,D
Regular,15-02-2018,538,480,1,No,O,X,L,XX,MM1,YY2,D
Regular,15-02-2018,583,597,2,No,Z,Y,L,MM,WW1,WW2,D
Regular,15-02-2018,552,552,3,No,Y,X,Z,WW,YY1,ZZ2,D
Regular,03-02-2018,546,449,0,No,W,M,Z,MM,MM1,LL2,B
Regular,03-02-2018,614,482,1,No,Z,Z,Z,XX,WW1,MM2,B
Regular,03-02-2018,691,459,2,Yes,Z,X,L,MM,LL1,YY2,B
Regular,03-02-2018,631,417,3,No,N,L,O,LL,WW1,YY2,B
Regular,03-02-2018,654,436,0,Yes,L,W,M,XX,XX1,XX2,L
Regular,03-02-2018,645,600,1,No,O,Y,L,XX,WW1,YY2,L
Regular,03-02-2018,571,526,2,Yes,W,O,N,LL,YY1,YY2,L
Regular,03-02-2018,500,444,3,No,M,Y,O,XX,WW1,ZZ2,L
Regular,03-02-2018,624,472,0,No,M,W,X,ZZ,MM1,ZZ2,D
Regular,03-02-2018,506,552,1,No,O,W,M,MM,WW1,YY2,D
Regular,03-02-2018,504,562,2,Yes,W,W,X,ZZ,MM1,XX2,D
Regular,03-02-2018,575,449,3,No,N,M,W,XX,MM1,WW2,D
Regular,19-11-2017,543,499,0,No,L,Y,L,ZZ,WW1,YY2,B
Regular,19-11-2017,613,411,1,No,Z,Z,N,LL,WW1,ZZ2,B
Regular,19-11-2017,679,548,2,No,N,L,M,ZZ,MM1,WW2,B
Regular,19-11-2017,568,503,3,No,L,Z,Y,LL,XX1,ZZ2,B
Regular,19-11-2017,631,417,0,No,O,X,N,MM,XX1,WW2,L
Regular,19-11-2017,649,526,1,No,N,W,L,LL,WW1,XX2,L
Regular,19-11-2017,505,582,2,Yes,L,W,N,ZZ,MM1,XX2,L
Regular,19-11-2017,557,435,3,No,X,O,X,MM,LL1,MM2,L
Regular,19-11-2017,606,547,0,No,L,W,L,XX,YY1,WW2,D
Regular,19-11-2017,597,554,1,No,O,Z,W,YY,XX1,ZZ2,D
Regular,19-11-2017,600,565,2,No,N,X,O,WW,WW1,XX2,D
Regular,19-11-2017,575,486,3,No,L,Y,L,LL,ZZ1,ZZ2,D
Regular,16-10-2017,599,485,0,No,Z,W,L,MM,ZZ1,WW2,B
Regular,16-10-2017,619,563,1,No,Z,Y,W,WW,MM1,YY2,B
Regular,16-10-2017,515,550,2,Yes,M,W,Z,XX,MM1,XX2,B
Regular,16-10-2017,566,502,3,No,Y,Z,W,YY,ZZ1,YY2,B
Regular,16-10-2017,578,464,0,No,M,Y,M,ZZ,ZZ1,ZZ2,L
Regular,16-10-2017,527,452,1,No,Z,M,O,YY,WW1,LL2,L
Regular,16-10-2017,684,483,2,Yes,O,X,M,YY,YY1,MM2,L
Regular,16-10-2017,601,450,3,No,N,O,X,YY,ZZ1,XX2,L
Regular,16-10-2017,642,479,0,No,L,Z,X,LL,YY1,WW2,D
Regular,16-10-2017,506,460,1,No,Y,W,N,LL,YY1,LL2,D
Regular,16-10-2017,694,405,2,No,L,W,L,LL,ZZ1,MM2,D
Regular,16-10-2017,555,437,3,No,X,X,O,LL,MM1,YY2,D
Regular,07-01-2018,578,484,0,No,M,Z,M,LL,MM1,MM2,B
Regular,07-01-2018,676,587,1,No,N,Z,O,YY,LL1,YY2,B
Regular,07-01-2018,580,443,2,No,X,L,O,LL,WW1,ZZ2,B
Regular,07-01-2018,551,543,3,No,Y,W,Z,MM,ZZ1,ZZ2,B
Regular,07-01-2018,605,403,0,No,Y,O,X,XX,ZZ1,LL2,L
Regular,07-01-2018,695,560,1,No,Y,Z,W,YY,XX1,YY2,L
Regular,07-01-2018,639,437,2,No,Z,X,O,YY,YY1,YY2,L
Regular,07-01-2018,636,474,3,No,X,W,O,ZZ,LL1,WW2,L
Regular,07-01-2018,571,406,0,Yes,M,M,Y,ZZ,LL1,ZZ2,D
Regular,07-01-2018,577,440,1,No,M,L,N,MM,YY1,WW2,D
Regular,07-01-2018,571,553,2,No,X,X,L,LL,ZZ1,ZZ2,D
Regular,07-01-2018,574,521,3,No,M,L,O,MM,MM1,WW2,D
Sem-Break,22-08-2017,605,405,0,Yes,Y,O,W,WW,WW1,XX2,B
Sem-Break,22-08-2017,617,428,1,No,L,O,X,XX,WW1,XX2,B
Sem-Break,22-08-2017,564,401,2,No,L,O,Y,XX,WW1,MM2,B
Sem-Break,22-08-2017,534,557,3,No,X,N,Y,ZZ,ZZ1,WW2,B
Sem-Break,22-08-2017,642,599,0,No,M,L,Y,LL,XX1,MM2,L
Sem-Break,22-08-2017,542,488,1,No,W,W,M,WW,MM1,ZZ2,L
Sem-Break,22-08-2017,523,485,2,No,N,L,O,LL,YY1,LL2,L
Sem-Break,22-08-2017,553,406,3,No,X,Z,Y,MM,YY1,WW2,L
Sem-Break,22-08-2017,604,534,0,No,Y,X,X,MM,MM1,LL2,D
Sem-Break,22-08-2017,639,527,1,Yes,M,L,N,ZZ,LL1,WW2,D
Sem-Break,22-08-2017,515,572,2,No,O,L,X,WW,XX1,MM2,D
Sem-Break,22-08-2017,633,419,3,No,W,Z,M,XX,WW1,ZZ2,D
Regular,11-04-2017,663,528,0,Yes,X,M,L,MM,WW1,MM2,B
Regular,11-04-2017,537,492,1,No,N,O,Y,LL,LL1,WW2,B
Regular,11-04-2017,516,402,2,No,M,X,W,ZZ,YY1,YY2,B
Regular,11-04-2017,669,439,3,No,O,Z,L,ZZ,XX1,XX2,B
Regular,11-04-2017,632,460,0,No,W,N,O,ZZ,WW1,ZZ2,L
Regular,11-04-2017,537,413,1,Yes,Y,O,L,WW,ZZ1,XX2,L
Regular,11-04-2017,659,455,2,No,O,M,L,YY,ZZ1,MM2,L
Regular,11-04-2017,515,582,3,No,L,M,L,WW,MM1,WW2,L
Regular,11-04-2017,663,535,0,Yes,Z,L,Z,WW,XX1,XX2,D
Regular,11-04-2017,549,425,1,No,L,N,O,WW,YY1,WW2,D
Regular,11-04-2017,639,531,2,No,M,N,M,WW,XX1,LL2,D
Regular,11-04-2017,531,500,3,Yes,W,N,N,WW,YY1,XX2,D
Other-Holidays,27-10-2017,650,510,0,Yes,L,X,X,ZZ,XX1,XX2,B
Other-Holidays,27-10-2017,518,448,1,No,X,Z,L,XX,LL1,XX2,B
Other-Holidays,27-10-2017,623,454,2,No,Z,W,N,XX,ZZ1,ZZ2,B
Other-Holidays,27-10-2017,553,484,3,No,N,Y,X,MM,ZZ1,YY2,B
Other-Holidays,27-10-2017,548,577,0,No,M,L,W,MM,XX1,XX2,L
Other-Holidays,27-10-2017,503,550,1,No,Z,W,W,MM,YY1,LL2,L
Other-Holidays,27-10-2017,564,514,2,No,Y,O,Y,LL,MM1,WW2,L
Other-Holidays,27-10-2017,653,414,3,No,Y,W,W,ZZ,MM1,WW2,L
Other-Holidays,27-10-2017,553,476,0,No,X,L,O,ZZ,LL1,ZZ2,D
Other-Holidays,27-10-2017,675,497,1,No,X,L,W,MM,XX1,ZZ2,D
Other-Holidays,27-10-2017,596,507,2,No,L,L,L,YY,WW1,XX2,D
Other-Holidays,27-10-2017,599,536,3,No,Z,X,Z,ZZ,WW1,WW2,D
Regular,28-07-2017,651,566,0,No,O,L,N,ZZ,ZZ1,ZZ2,B
Regular,28-07-2017,521,589,1,No,W,Z,O,YY,ZZ1,YY2,B
Regular,28-07-2017,680,558,2,No,Z,Y,X,MM,ZZ1,WW2,B
Regular,28-07-2017,640,557,3,Yes,Z,O,L,MM,XX1,LL2,B
Regular,28-07-2017,531,490,0,No,W,X,N,YY,LL1,LL2,L
Regular,28-07-2017,665,406,1,Yes,X,W,O,LL,MM1,YY2,L
Regular,28-07-2017,639,571,2,No,N,W,O,WW,YY1,YY2,L
Regular,28-07-2017,682,509,3,No,Y,M,Y,XX,MM1,LL2,L
Regular,28-07-2017,698,559,0,No,O,Z,W,XX,LL1,MM2,D
Regular,28-07-2017,627,564,1,No,N,N,N,YY,WW1,YY2,D
Regular,28-07-2017,586,445,2,No,Y,O,Y,XX,YY1,ZZ2,D
Regular,28-07-2017,617,435,3,No,X,Z,L,LL,WW1,MM2,D
Regular,05-10-2017,573,539,0,No,Y,O,X,XX,XX1,ZZ2,B
Regular,05-10-2017,500,501,1,No,X,Z,N,WW,YY1,YY2,B
Regular,05-10-2017,586,600,2,No,M,W,O,LL,MM1,MM2,B
Regular,05-10-2017,567,516,3,No,L,N,Y,YY,LL1,ZZ2,B
Regular,05-10-2017,627,566,0,No,Y,Z,W,LL,YY1,YY2,L
Regular,05-10-2017,625,584,1,No,O,O,M,LL,MM1,ZZ2,L
Regular,05-10-2017,651,545,2,Yes,N,L,M,LL,MM1,MM2,L
Regular,05-10-2017,612,424,3,No,Z,M,X,XX,MM1,ZZ2,L
Regular,05-10-2017,511,523,0,No,N,Y,Y,WW,MM1,XX2,D
Regular,05-10-2017,632,507,1,Yes,Z,O,L,LL,MM1,LL2,D
Regular,05-10-2017,583,577,2,No,Y,L,X,ZZ,YY1,ZZ2,D
Regular,05-10-2017,518,481,3,No,L,Z,W,MM,ZZ1,LL2,D
Regular,12-02-2018,627,448,0,No,X,X,W,YY,MM1,YY2,B
Regular,12-02-2018,581,442,1,No,X,O,Y,LL,ZZ1,WW2,B
Regular,12-02-2018,633,466,2,No,Y,L,Z,LL,WW1,LL2,B
Regular,12-02-2018,663,457,3,No,X,W,L,XX,LL1,MM2,B
Regular,12-02-2018,522,519,0,Yes,O,N,W,XX,ZZ1,XX2,L
Regular,12-02-2018,643,565,1,No,X,O,W,MM,LL1,LL2,L
Regular,12-02-2018,644,541,2,No,N,X,N,LL,YY1,XX2,L
Regular,12-02-2018,565,549,3,No,X,W,M,ZZ,LL1,LL2,L
Regular,12-02-2018,590,532,0,No,O,Z,N,WW,XX1,MM2,D
Regular,12-02-2018,503,458,1,No,M,Z,Y,MM,XX1,MM2,D
Regular,12-02-2018,676,485,2,No,Z,N,Z,XX,MM1,MM2,D
Regular,12-02-2018,612,455,3,No,Y,L,M,LL,ZZ1,MM2,D
Regular,24-02-2018,680,428,0,Yes,X,M,W,WW,LL1,XX2,B
Regular,24-02-2018,685,501,1,No,Z,Y,N,WW,WW1,YY2,B
Regular,24-02-2018,513,569,2,No,O,O,L,YY,MM1,YY2,B
Regular,24-02-2018,596,536,3,No,X,W,W,ZZ,ZZ1,XX2,B
Regular,24-02-2018,662,466,0,No,O,L,L,YY,YY1,MM2,L
Regular,24-02-2018,649,437,1,No,O,Y,O,WW,YY1,ZZ2,L
Regular,24-02-2018,641,434,2,Yes,L,Z,N,WW,YY1,YY2,L
Regular,24-02-2018,654,440,3,No,Z,N,W,WW,YY1,WW2,L
Regular,24-02-2018,522,460,0,No,Y,W,M,MM,XX1,WW2,D
Regular,24-02-2018,697,473,1,No,Y,O,Z,LL,ZZ1,XX2,D
Regular,24-02-2018,646,557,2,No,M,X,W,YY,WW1,ZZ2,D
Regular,24-02-2018,604,495,3,No,Y,W,Z,ZZ,WW1,WW2,D
Regular,03-10-2017,668,471,0,No,O,O,O,MM,LL1,ZZ2,B
Regular,03-10-2017,632,437,1,No,Y,Y,Z,MM,MM1,MM2,B
Regular,03-10-2017,686,482,2,No,W,N,M,MM,XX1,ZZ2,B
Regular,03-10-2017,693,470,3,No,M,M,O,WW,MM1,MM2,B
Regular,03-10-2017,603,566,0,Yes,M,O,Y,MM,YY1,LL2,L
Regular,03-10-2017,552,573,1,No,M,O,O,XX,WW1,ZZ2,L
Regular,03-10-2017,573,495,2,No,Z,M,M,MM,XX1,XX2,L
Regular,03-10-2017,581,495,3,No,O,Z,Y,YY,XX1,MM2,L
Regular,03-10-2017,679,548,0,Yes,Y,Z,X,LL,YY1,MM2,D
Regular,03-10-2017,649,448,1,No,X,M,W,WW,YY1,MM2,D
Regular,03-10-2017,673,583,2,No,X,N,W,MM,YY1,YY2,D
Regular,03-10-2017,642,405,3,No,X,X,Z,ZZ,YY1,WW2,D
Regular,01-10-2017,633,446,0,No,O,N,O,WW,YY1,ZZ2,B
Regular,01-10-2017,614,497,1,No,X,Z,W,MM,YY1,LL2,B
Regular,01-10-2017,631,482,2,No,Z,M,Z,ZZ,LL1,MM2,B
Regular,01-10-2017,500,550,3,No,Y,N,Y,ZZ,LL1,MM2,B
Regular,01-10-2017,615,561,0,No,O,W,M,LL,WW1,XX2,L
Regular,01-10-2017,644,496,1,Yes,Z,Z,W,ZZ,MM1,YY2,L
Regular,01-10-2017,627,433,2,Yes,X,Z,N,LL,XX1,ZZ2,L
Regular,01-10-2017,609,535,3,No,O,W,X,XX,ZZ1,MM2,L
Regular,01-10-2017,650,484,0,No,M,Y,N,YY,XX1,ZZ2,D
Regular,01-10-2017,519,514,1,No,L,O,N,YY,LL1,YY2,D
Regular,01-10-2017,514,583,2,No,O,Y,W,ZZ,LL1,LL2,D
Regular,01-10-2017,655,413,3,No,O,Z,Y,ZZ,ZZ1,XX2,D
Regular,05-11-2017,506,509,0,No,X,X,X,XX,XX1,LL2,B
Regular,05-11-2017,524,523,1,No,Y,M,Y,XX,YY1,XX2,B
Regular,05-11-2017,534,507,2,Yes,Y,L,W,ZZ,YY1,YY2,B
Regular,05-11-2017,506,459,3,No,X,N,Y,WW,LL1,MM2,B
Regular,05-11-2017,543,525,0,No,O,N,L,WW,XX1,LL2,L
Regular,05-11-2017,543,495,1,Yes,L,M,Y,XX,LL1,ZZ2,L
Regular,05-11-2017,555,583,2,No,Y,O,X,LL,LL1,MM2,L
Regular,05-11-2017,679,591,3,No,M,N,Y,MM,ZZ1,ZZ2,L
Regular,05-11-2017,665,440,0,No,L,M,M,MM,MM1,WW2,D
Regular,05-11-2017,504,499,1,No,X,N,X,LL,YY1,XX2,D
Regular,05-11-2017,640,538,2,No,M,O,Z,LL,WW1,ZZ2,D
Regular,05-11-2017,602,533,3,No,Z,O,O,ZZ,ZZ1,XX2,D
Regular,29-01-2018,502,413,0,No,L,X,W,XX,ZZ1,WW2,B
Regular,29-01-2018,590,575,1,No,Z,X,M,MM,ZZ1,WW2,B
Regular,29-01-2018,550,507,2,No,Z,W,O,MM,WW1,YY2,B
Regular,29-01-2018,612,507,3,No,Z,W,Z,ZZ,XX1,MM2,B
Regular,29-01-2018,638,455,0,No,W,Z,M,LL,LL1,YY2,L
Regular,29-01-2018,539,583,1,No,L,Y,L,MM,ZZ1,LL2,L
Regular,29-01-2018,647,600,2,No,Z,N,Z,ZZ,LL1,YY2,L
Regular,29-01-2018,593,520,3,No,Z,O,Y,XX,ZZ1,XX2,L
Regular,29-01-2018,548,584,0,No,Z,Z,O,ZZ,MM1,MM2,D
Regular,29-01-2018,672,545,1,Yes,M,L,X,XX,XX1,LL2,D
Regular,29-01-2018,691,499,2,No,Y,Y,L,XX,MM1,ZZ2,D
Regular,29-01-2018,583,496,3,No,Y,W,W,ZZ,ZZ1,MM2,D
Exam,23-11-2017,613,582,0,No,W,N,Y,YY,LL1,WW2,B
Exam,23-11-2017,525,564,1,No,Z,O,N,MM,ZZ1,MM2,B
Exam,23-11-2017,607,436,2,No,M,M,O,ZZ,WW1,YY2,B
Exam,23-11-2017,584,455,3,No,Y,Y,X,YY,YY1,XX2,B
Exam,23-11-2017,664,581,0,Yes,Y,Z,M,WW,WW1,LL2,L
Exam,23-11-2017,646,431,1,No,Y,Y,X,ZZ,MM1,WW2,L
Exam,23-11-2017,696,420,2,Yes,N,O,N,ZZ,WW1,MM2,L
Exam,23-11-2017,675,464,3,No,X,W,Y,ZZ,MM1,ZZ2,L
Exam,23-11-2017,569,532,0,Yes,N,O,L,YY,XX1,ZZ2,D
Exam,23-11-2017,619,473,1,No,Y,X,N,MM,XX1,WW2,D
