Special_Occasion,Date,No_of_Students_in_Hostel,No_of_Actual_Diners,Mess_No,New_Menu,Food_Prepared_By1,Food_Prepared_By2,Food_Prepared_By3,Meal_1,Wastage_1,Meal_2,Wastage_2,Meal_3,Wastage_3,Type_Of_Meal,Total Wastage
Regular,27-05-17,548,594,2,No,O,Y,O,XX,0,YY1,0,WW2,0,B,0
Regular,27-05-17,538,507,3,No,O,O,Z,ZZ,62,YY1,93,WW2,124,B,279
Regular,27-05-17,674,476,0,Yes,Y,W,X,XX,396,YY1,594,YY2,792,L,1782
Regular,27-05-17,699,442,1,No,Y,X,X,YY,514,XX1,771,YY2,1028,L,2313
Regular,27-05-17,508,513,2,No,N,N,W,ZZ,0,YY1,0,LL2,0,L,0
Regular,27-05-17,660,491,3,Yes,O,L,W,WW,338,YY1,507,WW2,676,L,1521
Regular,27-05-17,619,409,0,No,N,X,O,YY,420,WW1,630,XX2,840,D,1890
Regular,27-05-17,646,448,1,No,M,N,X,ZZ,396,WW1,594,XX2,792,D,1782
Regular,27-05-17,553,537,2,No,M,Z,W,ZZ,32,YY1,48,YY2,64,D,144
Regular,27-05-17,669,487,3,No,N,Z,Z,LL,364,WW1,546,LL2,728,D,1638
Fest,26-07-17,690,501,0,No,M,Y,N,WW,378,YY1,567,WW2,756,B,1701
Fest,26-07-17,542,474,1,No,W,W,M,XX,136,WW1,204,YY2,272,B,612
Fest,26-07-17,612,461,2,No,Y,Z,Z,WW,302,XX1,453,LL2,604,B,1359
Fest,26-07-17,564,488,3,No,X,L,O,ZZ,152,ZZ1,228,LL2,304,B,684
Fest,26-07-17,692,470,0,No,X,Y,L,YY,444,LL1,666,LL2,888,L,1998
Fest,26-07-17,630,500,1,No,Y,O,X,YY,260,YY1,390,LL2,520,L,1170
Fest,26-07-17,666,458,2,Yes,M,M,M,WW,416,WW1,624,ZZ2,832,L,1872
Fest,26-07-17,641,469,3,No,L,Z,N,LL,344,XX1,516,LL2,688,L,1548
Fest,26-07-17,525,462,0,No,W,W,Y,ZZ,126,MM1,189,YY2,252,D,567
Fest,26-07-17,519,515,1,No,M,Y,Z,YY,8,LL1,12,XX2,16,D,36
Fest,26-07-17,573,498,2,No,Z,Z,O,ZZ,150,WW1,225,XX2,300,D,675
Fest,26-07-17,615,584,3,No,M,W,Z,MM,62,WW1,93,ZZ2,124,D,279
Regular,16-08-17,686,508,0,Yes,L,N,W,ZZ,356,WW1,534,WW2,712,B,1602
Regular,16-08-17,649,514,1,No,W,N,W,MM,270,YY1,405,XX2,540,B,1215
Regular,16-08-17,628,556,2,No,W,W,Z,WW,144,XX1,216,XX2,288,B,648
Regular,16-08-17,518,481,3,No,Z,N,Z,WW,74,MM1,111,XX2,148,B,333
Regular,16-08-17,561,551,0,No,M,Y,Z,WW,20,LL1,30,YY2,40,L,90
Regular,16-08-17,694,465,1,No,L,O,X,MM,458,LL1,687,MM2,916,L,2061
Regular,16-08-17,595,481,2,No,L,W,Y,YY,228,YY1,342,YY2,456,L,1026
Regular,16-08-17,627,426,3,Yes,X,M,N,XX,402,MM1,603,XX2,804,L,1809
Regular,16-08-17,615,528,0,No,Y,M,X,XX,174,XX1,261,XX2,348,D,783
Regular,16-08-17,688,493,1,No,M,M,N,LL,390,LL1,585,MM2,780,D,1755
Regular,16-08-17,572,438,2,No,Y,Z,W,ZZ,268,LL1,402,WW2,536,D,1206
Regular,16-08-17,606,446,3,No,Z,O,O,LL,320,WW1,480,ZZ2,640,D,1440
Sem_Break,06-08-17,510,555,0,No,L,W,Z,YY,0,YY1,0,MM2,0,B,0
Sem_Break,06-08-17,649,535,1,No,O,X,L,LL,228,XX1,342,YY2,456,B,1026
Sem_Break,06-08-17,634,425,2,No,X,W,Y,ZZ,418,XX1,627,WW2,836,B,1881
Sem_Break,06-08-17,596,483,3,No,O,L,N,ZZ,226,YY1,339,ZZ2,452,B,1017
Sem_Break,06-08-17,580,576,0,No,X,Y,N,LL,8,MM1,12,ZZ2,16,L,36
Sem_Break,06-08-17,627,579,1,No,N,M,W,YY,96,WW1,144,MM2,192,L,432
Sem_Break,06-08-17,561,481,2,No,Y,Z,W,MM,160,XX1,240,XX2,320,L,720
Sem_Break,06-08-17,512,504,3,No,X,N,O,YY,16,WW1,24,LL2,32,L,72
Sem_Break,06-08-17,624,413,0,No,N,X,N,XX,422,XX1,633,WW2,844,D,1899
Sem_Break,06-08-17,698,434,1,No,M,L,N,LL,528,LL1,792,XX2,1056,D,2376
Sem_Break,06-08-17,555,554,2,No,Z,O,X,YY,2,WW1,3,XX2,4,D,9
Sem_Break,06-08-17,662,578,3,No,O,Y,L,ZZ,168,ZZ1,252,WW2,336,D,756
Exam,02-07-17,668,437,0,No,X,W,L,LL,462,XX1,693,ZZ2,924,B,2079
Exam,02-07-17,581,575,1,No,Z,L,Y,LL,12,MM1,18,XX2,24,B,54
Exam,02-07-17,594,509,2,No,M,N,W,MM,170,YY1,255,ZZ2,340,B,765
Exam,02-07-17,584,556,3,No,M,L,M,XX,56,WW1,84,ZZ2,112,B,252
Exam,02-07-17,689,574,0,No,M,N,N,WW,230,XX1,345,LL2,460,L,1035
Exam,02-07-17,546,494,1,No,X,W,L,WW,104,LL1,156,MM2,208,L,468
Exam,02-07-17,600,501,2,No,L,L,O,ZZ,198,YY1,297,XX2,396,L,891
Exam,02-07-17,697,582,3,No,Y,L,O,WW,230,LL1,345,WW2,460,L,1035
Exam,02-07-17,547,482,0,No,L,L,X,MM,130,YY1,195,WW2,260,D,585
Exam,02-07-17,587,562,1,No,N,N,X,XX,50,MM1,75,WW2,100,D,225
Exam,02-07-17,576,593,2,No,N,Y,L,MM,0,XX1,0,MM2,0,D,0
Exam,02-07-17,630,446,3,No,W,O,N,MM,368,LL1,552,ZZ2,736,D,1656
Other_Holidays,26-06-17,643,458,0,No,L,X,Y,WW,370,XX1,555,ZZ2,740,B,1665
Other_Holidays,26-06-17,517,530,1,No,Y,O,Y,ZZ,0,ZZ1,0,LL2,0,B,0
Other_Holidays,26-06-17,599,441,2,No,Z,X,W,YY,316,WW1,474,ZZ2,632,B,1422
Other_Holidays,26-06-17,571,500,3,No,O,Y,L,YY,142,WW1,213,LL2,284,B,639
Other_Holidays,26-06-17,556,520,0,No,Z,X,L,MM,72,LL1,108,YY2,144,L,324
Other_Holidays,26-06-17,537,490,1,No,W,N,O,LL,94,YY1,141,LL2,188,L,423
Other_Holidays,26-06-17,599,554,2,Yes,O,Y,O,YY,90,LL1,135,ZZ2,180,L,405
Other_Holidays,26-06-17,618,486,3,No,M,W,O,YY,264,XX1,396,YY2,528,L,1188
Other_Holidays,26-06-17,629,512,0,No,L,Y,W,ZZ,234,LL1,351,WW2,468,D,1053
Other_Holidays,26-06-17,543,527,1,No,M,L,Y,YY,32,XX1,48,LL2,64,D,144
Other_Holidays,26-06-17,592,502,2,No,W,W,X,XX,180,XX1,270,MM2,360,D,810
Other_Holidays,26-06-17,570,486,3,Yes,L,Y,L,ZZ,168,WW1,252,LL2,336,D,756
Regular,06-01-18,653,406,0,No,N,Y,X,MM,494,WW1,741,WW2,988,B,2223
Regular,06-01-18,561,460,1,No,M,W,L,XX,202,YY1,303,LL2,404,B,909
Regular,06-01-18,593,479,2,No,W,O,M,LL,228,XX1,342,XX2,456,B,1026
Regular,06-01-18,592,458,3,No,Z,Y,Y,ZZ,268,ZZ1,402,MM2,536,B,1206
Regular,06-01-18,643,477,0,No,X,M,Z,YY,332,ZZ1,498,MM2,664,L,1494
Regular,06-01-18,592,527,1,Yes,X,N,O,XX,130,ZZ1,195,MM2,260,L,585
Regular,06-01-18,599,506,2,No,X,M,X,XX,186,YY1,279,YY2,372,L,837
Regular,06-01-18,604,469,3,Yes,Z,Z,N,ZZ,270,XX1,405,XX2,540,L,1215
Regular,06-01-18,629,466,0,No,X,M,X,YY,326,WW1,489,MM2,652,D,1467
Regular,06-01-18,614,441,1,No,W,X,Y,LL,346,LL1,519,YY2,692,D,1557
Regular,06-01-18,566,585,2,No,N,M,M,MM,0,WW1,0,ZZ2,0,D,0
Regular,06-01-18,692,520,3,No,L,M,Z,MM,344,YY1,516,XX2,688,D,1548
Exam,25-03-17,692,529,0,No,X,M,Y,YY,326,XX1,489,LL2,652,B,1467
Exam,25-03-17,536,518,1,No,N,L,Y,YY,36,YY1,54,YY2,72,B,162
Exam,25-03-17,520,444,2,No,N,W,Y,ZZ,152,YY1,228,LL2,304,B,684
Exam,25-03-17,516,523,3,No,M,L,M,XX,0,MM1,0,LL2,0,B,0
Exam,25-03-17,700,585,0,No,X,Z,Y,LL,230,XX1,345,WW2,460,L,1035
Exam,25-03-17,550,568,1,No,Y,W,O,MM,0,ZZ1,0,XX2,0,L,0
Exam,25-03-17,692,456,2,No,X,Z,M,XX,472,MM1,708,WW2,944,L,2124
Exam,25-03-17,505,522,3,No,O,Z,N,ZZ,0,WW1,0,YY2,0,L,0
Exam,25-03-17,501,588,0,No,N,O,O,MM,0,LL1,0,MM2,0,D,0
Exam,25-03-17,671,496,1,No,X,Y,X,ZZ,350,WW1,525,ZZ2,700,D,1575
Exam,25-03-17,573,569,2,No,Y,Y,M,ZZ,8,MM1,12,MM2,16,D,36
Exam,25-03-17,568,570,3,No,X,X,M,WW,0,XX1,0,YY2,0,D,0
Sem_Break,11-09-17,532,468,0,No,L,M,Z,MM,128,WW1,192,LL2,256,B,576
Sem_Break,11-09-17,602,413,1,Yes,M,M,L,WW,378,ZZ1,567,WW2,756,B,1701
Sem_Break,11-09-17,584,545,2,No,O,X,O,MM,78,MM1,117,XX2,156,B,351
Sem_Break,11-09-17,564,468,3,No,M,M,Y,LL,192,ZZ1,288,ZZ2,384,B,864
Sem_Break,11-09-17,674,451,0,No,Z,W,X,ZZ,446,WW1,669,YY2,892,L,2007
Sem_Break,11-09-17,546,502,1,No,X,O,N,ZZ,88,WW1,132,WW2,176,L,396
Sem_Break,11-09-17,685,477,2,No,O,M,Z,MM,416,WW1,624,MM2,832,L,1872
Sem_Break,11-09-17,694,596,3,No,L,O,M,MM,196,XX1,294,LL2,392,L,882
Sem_Break,11-09-17,664,433,0,No,L,Z,O,WW,462,ZZ1,693,LL2,924,D,2079
Sem_Break,11-09-17,638,527,1,No,Y,N,O,MM,222,LL1,333,ZZ2,444,D,999
Sem_Break,11-09-17,572,431,2,No,X,L,X,XX,282,WW1,423,MM2,564,D,1269
Sem_Break,11-09-17,536,474,3,No,M,X,N,MM,124,MM1,186,LL2,248,D,558
Regular,02-12-17,595,555,0,No,X,Z,L,MM,80,ZZ1,120,LL2,160,B,360
Regular,02-12-17,691,551,1,Yes,O,N,L,MM,280,XX1,420,MM2,560,B,1260
Regular,02-12-17,600,423,2,No,W,Y,Z,WW,354,WW1,531,ZZ2,708,B,1593
Regular,02-12-17,628,485,3,No,L,X,X,WW,286,MM1,429,MM2,572,B,1287
Regular,02-12-17,602,576,0,No,Y,O,O,MM,52,YY1,78,WW2,104,L,234
Regular,02-12-17,515,461,1,No,M,Z,W,MM,108,WW1,162,ZZ2,216,L,486
Regular,02-12-17,646,557,2,Yes,O,M,W,WW,178,MM1,267,XX2,356,L,801
Regular,02-12-17,585,471,3,No,O,L,X,WW,228,LL1,342,XX2,456,L,1026
Regular,02-12-17,553,544,0,No,W,N,Y,LL,18,ZZ1,27,XX2,36,D,81
Regular,02-12-17,644,552,1,No,Z,X,N,ZZ,184,XX1,276,WW2,368,D,828
Regular,02-12-17,589,550,2,No,X,Y,Y,ZZ,78,YY1,117,YY2,156,D,351
Regular,02-12-17,631,551,3,Yes,N,Y,O,MM,160,YY1,240,XX2,320,D,720
Regular,14-03-18,590,510,0,No,Z,L,Z,MM,160,MM1,240,ZZ2,320,B,720
Regular,14-03-18,694,479,1,Yes,W,O,Y,YY,430,XX1,645,ZZ2,860,B,1935
Regular,14-03-18,541,464,2,Yes,Z,L,N,ZZ,154,ZZ1,231,ZZ2,308,B,693
Regular,14-03-18,549,422,3,No,N,M,L,WW,254,YY1,381,WW2,508,B,1143
Regular,14-03-18,614,468,0,No,N,M,O,MM,292,ZZ1,438,MM2,584,L,1314
Regular,14-03-18,586,418,1,Yes,L,N,Y,MM,336,YY1,504,YY2,672,L,1512
Regular,14-03-18,555,492,2,No,M,Y,Y,ZZ,126,WW1,189,YY2,252,L,567
Regular,14-03-18,688,523,3,No,W,Z,Y,WW,330,YY1,495,WW2,660,L,1485
Regular,14-03-18,649,423,0,No,Y,Z,Y,WW,452,YY1,678,MM2,904,D,2034
Regular,14-03-18,697,458,1,No,W,Z,W,LL,478,LL1,717,XX2,956,D,2151
Regular,14-03-18,594,516,2,No,N,Y,N,WW,156,YY1,234,ZZ2,312,D,702
Regular,14-03-18,644,596,3,Yes,O,N,M,WW,96,MM1,144,YY2,192,D,432
Regular,03-01-18,512,474,0,No,Y,X,N,ZZ,76,XX1,114,ZZ2,152,B,342
Regular,03-01-18,676,519,1,No,W,M,W,YY,314,ZZ1,471,LL2,628,B,1413
Regular,03-01-18,693,520,2,No,Y,M,W,YY,346,YY1,519,LL2,692,B,1557
Regular,03-01-18,565,523,3,No,X,L,Y,MM,84,XX1,126,XX2,168,B,378
Regular,03-01-18,508,514,0,No,X,L,O,LL,0,LL1,0,LL2,0,L,0
Regular,03-01-18,566,480,1,No,M,M,O,LL,172,ZZ1,258,YY2,344,L,774
Regular,03-01-18,524,583,2,No,N,N,N,LL,0,ZZ1,0,MM2,0,L,0
Regular,03-01-18,694,468,3,No,O,Z,X,YY,452,WW1,678,LL2,904,L,2034
Regular,03-01-18,630,504,0,No,W,O,N,YY,252,LL1,378,WW2,504,D,1134
Regular,03-01-18,599,474,1,No,Z,Y,X,XX,250,XX1,375,YY2,500,D,1125
Regular,03-01-18,516,425,2,No,N,O,X,WW,182,YY1,273,ZZ2,364,D,819
Regular,03-01-18,528,502,3,No,M,Y,W,XX,52,XX1,78,MM2,104,D,234
Regular,22-11-17,561,546,0,No,Y,L,N,MM,30,ZZ1,45,LL2,60,B,135
Regular,22-11-17,562,455,1,No,O,Y,X,WW,214,ZZ1,321,LL2,428,B,963
Regular,22-11-17,558,520,2,No,O,X,Z,WW,76,MM1,114,XX2,152,B,342
Regular,22-11-17,550,435,3,Yes,Z,O,L,WW,230,XX1,345,WW2,460,B,1035
Regular,22-11-17,543,490,0,Yes,M,X,O,LL,106,XX1,159,WW2,212,L,477
Regular,22-11-17,698,480,1,No,M,W,Z,YY,436,WW1,654,XX2,872,L,1962
Regular,22-11-17,598,453,2,No,N,X,X,WW,290,ZZ1,435,YY2,580,L,1305
Regular,22-11-17,542,581,3,No,W,Z,L,XX,0,LL1,0,ZZ2,0,L,0
Regular,22-11-17,644,578,0,No,Y,Z,N,LL,132,YY1,198,ZZ2,264,D,594
Regular,22-11-17,589,478,1,No,Y,L,L,ZZ,222,ZZ1,333,YY2,444,D,999
Regular,22-11-17,675,477,2,No,X,M,Y,ZZ,396,MM1,594,WW2,792,D,1782
Regular,22-11-17,653,543,3,No,Z,O,N,WW,220,LL1,330,WW2,440,D,990
Fest,08-07-17,585,593,0,No,X,W,N,XX,0,YY1,0,XX2,0,B,0
Fest,08-07-17,685,540,1,Yes,W,N,N,WW,290,LL1,435,LL2,580,B,1305
Fest,08-07-17,598,439,2,No,O,Y,M,ZZ,318,LL1,477,MM2,636,B,1431
Fest,08-07-17,653,407,3,Yes,N,L,X,LL,492,LL1,738,XX2,984,B,2214
Fest,08-07-17,684,436,0,No,M,X,Z,XX,496,XX1,744,XX2,992,L,2232
Fest,08-07-17,629,574,1,No,Y,Y,M,YY,110,LL1,165,ZZ2,220,L,495
Fest,08-07-17,638,452,2,No,O,Z,L,YY,372,XX1,558,WW2,744,L,1674
Fest,08-07-17,692,443,3,No,N,Y,Y,YY,498,MM1,747,WW2,996,L,2241
Fest,08-07-17,549,487,0,No,M,L,W,XX,124,MM1,186,LL2,248,D,558
Fest,08-07-17,503,454,1,No,W,N,Z,WW,98,LL1,147,XX2,196,D,441
Fest,08-07-17,521,457,2,Yes,W,Y,M,LL,128,MM1,192,WW2,256,D,576
Fest,08-07-17,571,457,3,No,X,Y,W,WW,228,MM1,342,MM2,456,D,1026
Regular,20-05-17,639,557,0,No,M,N,N,XX,164,WW1,246,YY2,328,B,738
Regular,20-05-17,634,557,1,No,Z,X,N,ZZ,154,ZZ1,231,MM2,308,B,693
Regular,20-05-17,576,545,2,No,Y,W,X,ZZ,62,ZZ1,93,LL2,124,B,279
Regular,20-05-17,528,503,3,No,X,Y,Y,LL,50,WW1,75,WW2,100,B,225
Regular,20-05-17,513,416,0,No,Y,Z,Z,ZZ,194,LL1,291,ZZ2,388,L,873
Regular,20-05-17,615,490,1,Yes,N,W,O,XX,250,YY1,375,YY2,500,L,1125
Regular,20-05-17,603,470,2,No,X,Z,L,YY,266,MM1,399,WW2,532,L,1197
Regular,20-05-17,660,514,3,No,W,M,M,XX,292,YY1,438,LL2,584,L,1314
Regular,20-05-17,683,446,0,No,O,N,M,YY,474,XX1,711,ZZ2,948,D,2133
Regular,20-05-17,666,401,1,No,Y,N,Y,ZZ,530,LL1,795,XX2,1060,D,2385
Regular,20-05-17,638,493,2,No,Y,L,Z,ZZ,290,XX1,435,YY2,580,D,1305
Regular,20-05-17,505,514,3,No,L,O,N,LL,0,ZZ1,0,YY2,0,D,0
Regular,15-10-17,511,412,0,No,N,Z,Y,ZZ,198,YY1,297,XX2,396,B,891
Regular,15-10-17,525,497,1,No,X,Z,X,MM,56,ZZ1,84,MM2,112,B,252
Regular,15-10-17,529,497,2,No,O,Z,Z,LL,64,XX1,96,MM2,128,B,288
Regular,15-10-17,582,480,3,No,Y,X,L,ZZ,204,ZZ1,306,MM2,408,B,918
Regular,15-10-17,562,424,0,No,W,W,O,XX,276,XX1,414,XX2,552,L,1242
Regular,15-10-17,596,495,1,No,L,L,Y,LL,202,ZZ1,303,MM2,404,L,909
Regular,15-10-17,612,481,2,No,N,O,X,WW,262,ZZ1,393,ZZ2,524,L,1179
Regular,15-10-17,540,583,3,No,X,N,Y,XX,0,LL1,0,XX2,0,L,0
Regular,15-10-17,545,475,0,No,Y,N,O,MM,140,ZZ1,210,LL2,280,D,630
Regular,15-10-17,564,530,1,No,Z,X,Y,YY,68,ZZ1,102,XX2,136,D,306
Regular,15-10-17,577,573,2,Yes,L,O,Y,ZZ,8,MM1,12,WW2,16,D,36
Regular,15-10-17,663,548,3,Yes,L,N,Y,XX,230,XX1,345,LL2,460,D,1035
Other_Holidays,30-05-17,648,587,0,No,X,O,L,ZZ,122,YY1,183,WW2,244,B,549
Other_Holidays,30-05-17,543,500,1,No,W,Z,Z,MM,86,LL1,129,MM2,172,B,387
Other_Holidays,30-05-17,576,583,2,No,L,Z,N,LL,0,LL1,0,WW2,0,B,0
Other_Holidays,30-05-17,663,512,3,No,N,N,L,WW,302,LL1,453,WW2,604,B,1359
Other_Holidays,30-05-17,642,588,0,No,W,Y,X,MM,108,YY1,162,MM2,216,L,486
Other_Holidays,30-05-17,528,528,1,No,L,O,X,LL,0,WW1,0,LL2,0,L,0
Other_Holidays,30-05-17,536,406,2,No,Y,Y,Y,LL,260,MM1,390,YY2,520,L,1170
Other_Holidays,30-05-17,528,546,3,No,X,M,L,XX,0,YY1,0,XX2,0,L,0
Other_Holidays,30-05-17,664,593,0,No,M,Z,O,YY,142,MM1,213,YY2,284,D,639
Other_Holidays,30-05-17,674,510,1,No,W,X,L,MM,328,MM1,492,WW2,656,D,1476
Other_Holidays,30-05-17,586,557,2,Yes,O,O,O,MM,58,XX1,87,MM2,116,D,261
Other_Holidays,30-05-17,570,405,3,No,N,W,L,YY,330,LL1,495,XX2,660,D,1485
Other_Holidays,07-07-17,585,477,0,No,Y,W,L,YY,216,LL1,324,ZZ2,432,B,972
Other_Holidays,07-07-17,502,497,1,No,N,X,Z,ZZ,10,LL1,15,LL2,20,B,45
Other_Holidays,07-07-17,695,547,2,Yes,X,N,Y,WW,296,MM1,444,MM2,592,B,1332
Other_Holidays,07-07-17,562,403,3,No,N,Z,Z,MM,318,YY1,477,ZZ2,636,B,1431
Other_Holidays,07-07-17,680,598,0,No,Y,M,Y,XX,164,YY1,246,ZZ2,328,L,738
Other_Holidays,07-07-17,609,423,1,No,O,X,O,ZZ,372,LL1,558,MM2,744,L,1674
Other_Holidays,07-07-17,646,499,2,No,O,M,Z,WW,294,ZZ1,441,LL2,588,L,1323
Other_Holidays,07-07-17,542,589,3,No,Y,L,L,LL,0,WW1,0,LL2,0,L,0
Other_Holidays,07-07-17,569,530,0,No,N,L,Y,WW,78,LL1,117,ZZ2,156,D,351
Other_Holidays,07-07-17,516,424,1,No,X,L,L,LL,184,ZZ1,276,ZZ2,368,D,828
Other_Holidays,07-07-17,584,599,2,No,Y,M,W,WW,0,WW1,0,MM2,0,D,0
Other_Holidays,07-07-17,553,437,3,No,M,Z,Z,XX,232,LL1,348,YY2,464,D,1044
Sem_Break,07-10-17,544,453,0,Yes,O,O,X,XX,182,ZZ1,273,XX2,364,B,819
Sem_Break,07-10-17,580,400,1,No,W,O,L,MM,360,MM1,540,MM2,720,B,1620
Sem_Break,07-10-17,594,549,2,Yes,N,X,L,LL,90,LL1,135,XX2,180,B,405
Sem_Break,07-10-17,639,401,3,No,Y,X,L,MM,476,ZZ1,714,LL2,952,B,2142
Sem_Break,07-10-17,556,446,0,No,N,M,W,XX,220,YY1,330,LL2,440,L,990
Sem_Break,07-10-17,580,479,1,No,M,O,W,LL,202,WW1,303,ZZ2,404,L,909
Sem_Break,07-10-17,619,455,2,Yes,L,O,Z,YY,328,YY1,492,WW2,656,L,1476
Sem_Break,07-10-17,673,435,3,No,M,O,Y,WW,476,LL1,714,LL2,952,L,2142
Sem_Break,07-10-17,669,405,0,No,N,L,O,YY,528,WW1,792,WW2,1056,D,2376
Sem_Break,07-10-17,511,591,1,No,L,L,Z,MM,0,YY1,0,XX2,0,D,0
Sem_Break,07-10-17,506,400,2,No,L,M,L,LL,212,MM1,318,MM2,424,D,954
Sem_Break,07-10-17,513,553,3,Yes,M,X,M,WW,0,ZZ1,0,WW2,0,D,0
Fest,02-11-17,600,407,0,No,M,Z,Z,ZZ,386,WW1,579,MM2,772,B,1737
Fest,02-11-17,549,560,1,No,O,X,L,YY,0,LL1,0,WW2,0,B,0
Fest,02-11-17,590,469,2,No,W,X,O,LL,242,ZZ1,363,XX2,484,B,1089
Fest,02-11-17,695,534,3,No,N,X,L,WW,322,ZZ1,483,LL2,644,B,1449
Fest,02-11-17,516,408,0,No,W,W,W,XX,216,MM1,324,YY2,432,L,972
Fest,02-11-17,671,440,1,No,X,Y,Y,XX,462,LL1,693,YY2,924,L,2079
Fest,02-11-17,662,449,2,No,N,X,Y,MM,426,MM1,639,ZZ2,852,L,1917
Fest,02-11-17,635,585,3,No,O,N,L,ZZ,100,ZZ1,150,LL2,200,L,450
Fest,02-11-17,672,547,0,No,X,M,O,MM,250,ZZ1,375,YY2,500,D,1125
Fest,02-11-17,556,585,1,Yes,X,N,X,MM,0,MM1,0,WW2,0,D,0
Fest,02-11-17,650,580,2,No,W,N,O,MM,140,ZZ1,210,WW2,280,D,630
Fest,02-11-17,560,510,3,Yes,L,L,M,ZZ,100,MM1,150,YY2,200,D,450
Regular,03-10-17,646,421,0,No,Y,Y,Y,WW,450,LL1,675,XX2,900,B,2025
Regular,03-10-17,633,489,1,No,Z,W,N,XX,288,ZZ1,432,LL2,576,B,1296
Regular,03-10-17,635,523,2,No,X,O,N,WW,224,YY1,336,YY2,448,B,1008
Regular,03-10-17,625,480,3,Yes,X,M,O,YY,290,MM1,435,MM2,580,B,1305
Regular,03-10-17,632,463,0,No,M,O,Z,YY,338,ZZ1,507,MM2,676,L,1521
Regular,03-10-17,538,401,1,Yes,Y,L,Z,WW,274,WW1,411,YY2,548,L,1233
Regular,03-10-17,659,570,2,No,W,Z,O,WW,178,YY1,267,YY2,356,L,801
Regular,03-10-17,548,435,3,No,W,L,W,LL,226,ZZ1,339,LL2,452,L,1017
Regular,03-10-17,509,543,0,No,M,M,X,XX,0,YY1,0,LL2,0,D,0
Regular,03-10-17,677,589,1,No,N,Y,X,XX,176,XX1,264,ZZ2,352,D,792
Regular,03-10-17,595,590,2,No,X,X,O,ZZ,10,YY1,15,MM2,20,D,45
Regular,03-10-17,622,432,3,Yes,X,M,M,ZZ,380,WW1,570,XX2,760,D,1710
Regular,13-01-18,511,411,0,Yes,W,M,X,ZZ,200,XX1,300,ZZ2,400,B,900
Regular,13-01-18,530,490,1,No,L,L,Y,XX,80,YY1,120,YY2,160,B,360
Regular,13-01-18,504,505,2,No,Z,W,Y,LL,0,ZZ1,0,WW2,0,B,0
Regular,13-01-18,645,582,3,No,N,X,Y,WW,126,MM1,189,ZZ2,252,B,567
Regular,13-01-18,633,525,0,No,M,L,L,XX,216,MM1,324,MM2,432,L,972
Regular,13-01-18,650,506,1,No,L,Z,Y,LL,288,ZZ1,432,LL2,576,L,1296
Regular,13-01-18,693,476,2,No,Y,L,M,YY,434,MM1,651,ZZ2,868,L,1953
Regular,13-01-18,610,514,3,No,Z,O,X,LL,192,MM1,288,LL2,384,L,864
Regular,13-01-18,661,434,0,No,Y,X,O,LL,454,MM1,681,WW2,908,D,2043
Regular,13-01-18,525,480,1,Yes,N,N,M,WW,90,MM1,135,LL2,180,D,405
Regular,13-01-18,648,578,2,No,Z,X,X,ZZ,140,LL1,210,WW2,280,D,630
Regular,13-01-18,569,486,3,No,L,M,Z,ZZ,166,WW1,249,MM2,332,D,747
Sem_Break,04-11-17,616,597,0,No,M,L,W,ZZ,38,YY1,57,LL2,76,B,171
Sem_Break,04-11-17,596,459,1,No,X,Z,Z,MM,274,MM1,411,WW2,548,B,1233
Sem_Break,04-11-17,663,486,2,No,W,N,W,LL,354,XX1,531,WW2,708,B,1593
Sem_Break,04-11-17,623,531,3,Yes,N,M,X,YY,184,ZZ1,276,YY2,368,B,828
Sem_Break,04-11-17,641,551,0,No,Z,Y,W,YY,180,XX1,270,XX2,360,L,810
Sem_Break,04-11-17,667,477,1,No,Z,Z,W,XX,380,XX1,570,WW2,760,L,1710
Sem_Break,04-11-17,605,592,2,No,X,X,M,ZZ,26,YY1,39,YY2,52,L,117
Sem_Break,04-11-17,513,442,3,No,X,L,N,YY,142,XX1,213,ZZ2,284,L,639
Sem_Break,04-11-17,677,574,0,No,O,W,Z,YY,206,XX1,309,WW2,412,D,927
Sem_Break,04-11-17,682,442,1,No,X,Z,X,MM,480,WW1,720,MM2,960,D,2160
Sem_Break,04-11-17,561,402,2,No,X,Y,W,XX,318,YY1,477,WW2,636,D,1431
Sem_Break,04-11-17,625,400,3,No,O,O,Z,ZZ,450,MM1,675,ZZ2,900,D,2025
Exam,05-08-17,529,415,0,Yes,Y,X,X,XX,228,LL1,342,WW2,456,B,1026
Exam,05-08-17,654,483,1,No,O,N,X,ZZ,342,ZZ1,513,LL2,684,B,1539
Exam,05-08-17,691,450,2,No,N,X,Z,MM,482,MM1,723,XX2,964,B,2169
Exam,05-08-17,553,516,3,No,Y,W,Z,LL,74,WW1,111,LL2,148,B,333
Exam,05-08-17,511,416,0,Yes,L,Y,Y,YY,190,YY1,285,XX2,380,L,855
Exam,05-08-17,534,547,1,No,W,M,L,WW,0,YY1,0,LL2,0,L,0
Exam,05-08-17,594,583,2,No,N,Z,L,WW,22,YY1,33,XX2,44,L,99
Exam,05-08-17,594,536,3,Yes,L,Y,X,ZZ,116,XX1,174,YY2,232,L,522
Exam,05-08-17,676,537,0,No,M,N,M,MM,278,XX1,417,MM2,556,D,1251
Exam,05-08-17,593,431,1,No,Y,Y,O,MM,324,ZZ1,486,XX2,648,D,1458
Exam,05-08-17,675,446,2,No,Y,L,Z,ZZ,458,XX1,687,YY2,916,D,2061
